zid,zid_attr,id,id_attr,building_name,name,name_read,name_read_through,name_initial_code,phone_number,post_code,address_code,address_code1,address_code2,address_code3,address_code4,address_code5,address_detail_code1,address_detail_code2,address,building_type,endearing_name_type,language_code,entrance_point/0/0,entrance_point/0/1,arrival_point/0/0,arrival_point/0/1,genre_code,main_genre_name,all_genre_name,position/0,position/1,distance,entrance_point,arrival_point,entrance_point/1/0,entrance_point/1/1,arrival_point/1/0,arrival_point/1/1,arrival_point/2/0,arrival_point/2/1,entrance_point/2/0,entrance_point/2/1,arrival_point/3/0,arrival_point/3/1
309098570781338635,1749746353375807551,0000309098570781338635,0001749746353375807551,,白川右岸緑地,,,99,,,431010590000001500001,JPN,43,101,059,000,00015,00001,熊本県熊本市中央区水道町15-20,7,7,ja,130.7163226997,32.8042955187,130.7162250434,32.804949273,00120:0012000140; ,0012000140:公園,レジャー;公園;,130.7164162869,32.8044243707,,,,,,,,,,,,,
306315706852006912,1749696875352570478,0000306315706852006912,0001749696875352570478,,パスート24大甲橋第2コイン駐車場,,パスートニジュウヨンタイコウバシダイニコインチュウシャジョウ,99,,,431010590000000600003,JPN,43,101,059,000,00006,00003,熊本県熊本市中央区水道町6-2,7,7,ja,130.7136344401,32.8018250868,130.7136143663,32.8018329536,00110:0011000110; ,0011000110:駐車場,車・交通;駐車場;,130.7136545139,32.8018177626,,,,,,,,,,,,,
1750225162772483363,1750224640933956900,0001750225162772483363,0001750224640933956900,,パスート24水道町第2コイン駐車場,,パスートニジュウヨンスイドウチョウダイニコインチュウシャジョウ,99,,,431010590000001300004,JPN,43,101,059,000,00013,00004,熊本県熊本市中央区水道町13-20,7,7,ja,130.7140755208,32.8042865668,130.7140717231,32.804273546,00110:0011000110; ,0011000110:駐車場,車・交通;駐車場;,130.7141156684,32.8043484158,,,,,,,,,,,,,
1750225162772483335,1750224640933956872,0001750225162772483335,0001750224640933956872,,コーストパーキング並木坂,,コーストパーキングナミキサカ,99,,,431010170000000300022,JPN,43,101,017,000,00003,00022,熊本県熊本市中央区上林町3-49,7,7,ja,130.7110335286,32.8076559787,130.711026747,32.8075857205,00110:0011000110; ,0011000110:駐車場,車・交通;駐車場;,130.7110324436,32.8076581489,,,,,,,,,,,,,
1752009670144325433,1752009148305799004,0001752009670144325433,0001752009148305799004,,パークイン九州駐車場,,パークインキュウシュウチュウシャジョウ,99,,,431010590000000500001,JPN,43,101,059,000,00005,00001,熊本県熊本市中央区水道町5-15,7,7,ja,130.7133574761,32.8014097765,130.7133479818,32.8013750543,00110:0011000110; ,0011000110:駐車場,車・交通;駐車場;,130.713375651,32.8014754232,,,,,,,,,,,,,
306320104898356495,306319583059834596,0000306320104898356495,0000306319583059834596,,南坪井パーキング,,ミナミツボイパーキング,99,,,431010950000001000007,JPN,43,101,095,000,00010,00007,熊本県熊本市中央区南坪井町10-28,7,7,ja,130.7144962565,32.8075412326,130.7146796332,32.8074758572,00110:0011000110; ,0011000110:駐車場,車・交通;駐車場;,130.7145540365,32.807515191,,,,,,,,,,,,,
309353651841845432,310150281570632236,0000309353651841845432,0000310150281570632236,コスギ不動産水道町ビル,一ツ葉高等学校,,,99,,,431010590000000500004,JPN,43,101,059,000,00005,00004,熊本県熊本市中央区水道町5-21,1,7,ja,,,,,00250:0025000140; ,0025000140:高校,学校;高校;,130.7133444553,32.8018931749,,,,,,,,,,,,,
309353651841852680,309096949431283706,0000309353651841852680,0000309096949431283706,びぷれす熊日会館ホテル日航熊本,ホテル日航熊本,,ホテルニッコウクマモト,99,096-211-1111,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.7114664714,32.8032527669,130.7113066949,32.8028116862,00130:0013000110; ,0013000110:ホテル,宿泊;ホテル;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283724,0000309353651841852680,0000309096949431283724,びぷれす熊日会館ホテル日航熊本,熊本市現代美術館,,クマモトシゲンダイビジュツカン,99,096-278-7500,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.711262207,32.8029733615,130.7113066949,32.8028116862,00220:0022000130; ,0022000130:美術館,文化施設;美術館;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283725,0000309353651841852680,0000309096949431283725,びぷれす熊日会館ホテル日航熊本,熊本市現代美術館,,,99,,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,7,ja,,,,,00220:0022000130; ,0022000130:美術館,文化施設;美術館;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283726,0000309353651841852680,0000309096949431283726,びぷれす熊日会館ホテル日航熊本,熊本市現代美術館,,,99,,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,7,ja,,,,,00220:0022000130; ,0022000130:美術館,文化施設;美術館;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283729,0000309353651841852680,0000309096949431283729,びぷれす熊日会館ホテル日航熊本,ホテル日航熊本,,,99,,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,7,ja,,,,,00130:0013000110; ,0013000110:ホテル,宿泊;ホテル;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283739,0000309353651841852680,0000309096949431283739,びぷれす熊日会館ホテル日航熊本,スターバックスコーヒー熊本New-S店,,スターバックスコーヒークマモトニューズテン,99,096-327-5077,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.711262207,32.8029733615,130.7113066949,32.8028116862,00240:0024000140; 00240:0024000140; ,0024000140:その他グルメ,グルメ;その他グルメ;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283741,0000309353651841852680,0000309096949431283741,びぷれす熊日会館ホテル日航熊本,ABC MARTプレミアステージ鶴屋New-S店,,エービーシーマートプレミアステージツルヤニューズテン,99,096-311-1820,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.711262207,32.8029733615,130.7113066949,32.8028116862,00140:0014000270; ,0014000270:その他,買い物;その他;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283743,0000309353651841852680,0000309096949431283743,びぷれす熊日会館ホテル日航熊本,鶴屋百貨店New-S,,ツルヤヒャッカテンニューズ,99,096-278-7101,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.7108561198,32.8030862088,130.7107392036,32.8029706489,00140:0014000110; ,0014000110:デパート,買い物;デパート;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283744,0000309353651841852680,0000309096949431283744,びぷれす熊日会館ホテル日航熊本,ホテル日航熊本,,,99,,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,7,ja,,,,,00130:0013000110; ,0013000110:ホテル,宿泊;ホテル;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283748,0000309353651841852680,0000309096949431283748,びぷれす熊日会館ホテル日航熊本,SHIPS熊本店,,シップスクマモトテン,99,096-325-1655,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.71128852,32.8029660373,130.7113066949,32.8028116862,00140:0014000160; ,0014000160:複合モール,買い物;複合モール;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,1748968998655183437,0000309353651841852680,0001748968998655183437,びぷれす熊日会館ホテル日航熊本,アルペンアウトドアーズ熊本New-S店,,アルペンアウトドアーズクマモトニューズテン,99,096-325-5530,860-0845,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.710999349,32.8030463325,130.710948622,32.8029117839,00140:0014000200; ,0014000200:スポーツ用品,買い物;スポーツ用品;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,1749778239213034836,0000309353651841852680,0001749778239213034836,びぷれす熊日会館ホテル日航熊本,ビプレス熊日会館有料駐車場,,ビプレスクマニチカイカンユウリョウチュウシャジョウ,99,096-327-5130,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.711245931,32.8029777018,130.7113066949,32.8028116862,00110:0011000110; ,0011000110:駐車場,車・交通;駐車場;,130.7112049696,32.8033338759,,,,130.7116788737,32.8036206055,130.7118169488,32.803695204,,,,,,
309353651841852682,309096949431283784,0000309353651841852682,0000309096949431283784,同仁堂ビル,同仁堂ホール,,ドウジンドウホール,99,096-325-8131,,431010160000000200007,JPN,43,101,016,000,00002,00007,熊本県熊本市中央区上通町2-7,1,1,ja,130.7107953559,32.8036257595,130.7104543728,32.8030501302,00220:0022000160; ,0022000160:ホール・会館,文化施設;ホール・会館;,130.7108341471,32.8036859809,,,,,,,,,,,,,
309353651841852686,1750008037143488666,0000309353651841852686,0001750008037143488666,たちかわビル,Can★Do熊本上通商店街店,,キャンドゥクマモトカミトオリショウテンガイテン,99,096-328-5700,860-0845,431010160000000500008,JPN,43,101,016,000,00005,00008,熊本県熊本市中央区上通町5-3,1,1,ja,130.7109627279,32.8040774197,130.7103477648,32.80308648,00140:0014000120; ,0014000120:生活雑貨,買い物;生活雑貨;,130.7109871419,32.8041316732,,,,130.7109855143,32.8041821289,130.7109103733,32.8045694987,,,,,,
309353651841852689,309096949431283840,0000309353651841852689,0000309096949431283840,長崎書店ビル,ロッテリア熊本上通りFS店,,ロッテリアクマモトカミドオリフードスクエアテン,99,096-326-5282,,431010160000000600007,JPN,43,101,016,000,00006,00007,熊本県熊本市中央区上通町6-23,1,1,ja,130.7108873155,32.8046044922,130.7109103733,32.8045694987,00240:0024000110; ,0024000110:ファーストフード,グルメ;ファーストフード;,130.7107147895,32.804749349,,,,,,,,,,,,,
309353651841852689,309096949431283841,0000309353651841852689,0000309096949431283841,長崎書店ビル,(株)長崎書店,,ナガサキショテン,99,096-353-0555,,431010160000000600007,JPN,43,101,016,000,00006,00007,熊本県熊本市中央区上通町6-23,1,1,ja,130.7108873155,32.8046044922,130.7109103733,32.8045694987,00140:0014000240; ,0014000240:本屋,買い物;本屋;,130.7107147895,32.804749349,,,,130.7104934353,32.8048342556,130.7104253472,32.8048583984,,,,,,
309353651841852690,309096949431283849,0000309353651841852690,0000309096949431283849,上通中央ビル,ドラッグイレブン上通り店,,ドラッグイレブンカミトオリテン,99,096-212-6200,,431010160000000600006,JPN,43,101,016,000,00006,00006,熊本県熊本市中央区上通町6-22,1,1,ja,130.7108254666,32.8048228624,130.7109103733,32.8045694987,00140:0014000230; ,0014000230:ドラッグストア,買い物;ドラッグストア;,130.7107703993,32.8048773872,,,,,,,,,,,,,
309353651841852694,309096949431283862,0000309353651841852694,0000309096949431283862,村越ビル,CoCo壱番屋熊本上通店,,ココイチバンヤクマモトカミトオリテン,99,096-351-0800,,431010160000000600005,JPN,43,101,016,000,00006,00005,熊本県熊本市中央区上通町6-19,1,1,ja,130.7109977214,32.8050672743,130.7109103733,32.8045694987,00240:0024000110; 00240:0024000120; 00240:0024000120; ,0024000110:ファーストフード;0024000120:ファミレス,グルメ;ファーストフード;ファミレス;,130.7110001628,32.8050897895,,,,130.7110161675,32.8051090495,130.7113693576,32.8054093424,,,,,,
309353651841852697,1751158126305873258,0000309353651841852697,0001751158126305873258,オークス第2ビル,ココカラファイン上通店,,ココカラファインカミトオリテン,99,096-206-4898,,431010160000000600002,JPN,43,101,016,000,00006,00002,熊本県熊本市中央区上通町6-15,1,1,ja,130.7110527886,32.805323622,130.7113693576,32.8054093424,00140:0014000230; ,0014000230:ドラッグストア,買い物;ドラッグストア;,130.710981174,32.8052785916,,,,,,,,,,,,,
309353651841852781,310150281570636049,0000309353651841852781,0000310150281570636049,熊本城東郵便局,ゆうちょ銀行熊本支店,,ユウチョギンコウクマモトシテン,99,096-328-5163,,431010510000000100001,JPN,43,101,051,000,00001,00001,熊本県熊本市中央区城東町1-1,1,1,ja,130.7090193685,32.8040798611,130.7088772244,32.8040399848,00170:0017000110; ,0017000110:銀行,金融機関;銀行;,130.7091115994,32.8041224501,,,,130.7092483181,32.8041902669,130.7093801541,32.804246148,,,,,,
309353651841852807,1751104250236565172,0000309353651841852807,0001751104250236565172,アンピールパーキング上通り,BEYOND,,,99,,,431010510000000200001,JPN,43,101,051,000,00002,00001,熊本県熊本市中央区城東町2-12,1,7,ja,,,,,00120:0012000190; ,0012000190:その他,レジャー;その他;,130.7098299154,32.8039822049,,,,,,,,,,,,,
309353651841852807,1752077318026735751,0000309353651841852807,0001752077318026735751,アンピールパーキング上通り,アンピールパーキング上通り,,アンピールパーキングカミトオリ,99,,,431010510000000200001,JPN,43,101,051,000,00002,00001,熊本県熊本市中央区城東町2-12,1,7,ja,,,,,00110:0011000110; ,0011000110:駐車場,車・交通;駐車場;,130.7098299154,32.8039822049,,,,,,,,,,,,,
309353651841852810,310150281570636288,0000309353651841852810,0000310150281570636288,熊本ホテルキャッスル,熊本ホテルキャッスル,,クマモトホテルキャッスル,99,096-326-3311,,431010510000000400001,JPN,43,101,051,000,00004,00001,熊本県熊本市中央区城東町4-2,1,1,ja,130.7104009332,32.8049734158,130.7104633247,32.8049620226,00160:0016000140; ,0016000140:冠婚葬祭場,病院・役所;冠婚葬祭場;,130.7098798286,32.8050816515,,,,130.7095787218,32.8052129449,130.7092862956,32.8053304036,130.7092431641,32.805371365,,,,
309353651841852810,1751207604329121429,0000309353651841852810,0001751207604329121429,熊本ホテルキャッスル,熊本ホテルキャッスル,,クマモトホテルキャッスル,99,096-326-3311,,431010510000000400001,JPN,43,101,051,000,00004,00001,熊本県熊本市中央区城東町4-2,1,1,ja,130.7095787218,32.8052129449,130.7092862956,32.8053304036,00130:0013000130; ,0013000130:ビジネスホテル,宿泊;ビジネスホテル;,130.7098798286,32.8050816515,,,,,,130.7092431641,32.805371365,,,,,,
309353651841852817,1751969565887268654,0000309353651841852817,0001751969565887268654,aune KUMAMOTO,TCB東京中央美容外科,,,99,,,431010160000000100011,JPN,43,101,016,000,00001,00011,熊本県熊本市中央区上通町1-26,1,7,ja,,,,,00160:0016000110; ,0016000110:病院,病院・役所;病院;,130.7099815538,32.8035321723,,,,,,,,,,,,,
309353651841852825,1749252672654953563,0000309353651841852825,0001749252672654953563,大進㈱第7ビル,サンドラッグ熊本上通店,,サンドラッグクマモトカミトオリテン,99,096-312-5277,,431010160000000100007,JPN,43,101,016,000,00001,00007,熊本県熊本市中央区上通町1-19,1,1,ja,130.7103290473,32.8033759223,130.7104543728,32.8030501302,00140:0014000230; ,0014000230:ドラッグストア,買い物;ドラッグストア;,130.7103152127,32.8034573025,,,,,,,,,,,,,
309353651841852847,1751207604329119925,0000309353651841852847,0001751207604329119925,アークホテル熊本城前,アークホテル熊本城前,,アークホテルクマモトジョウマエ,99,096-351-2222,,431010510000000500002,JPN,43,101,051,000,00005,00002,熊本県熊本市中央区城東町5-16,1,1,ja,130.7102498372,32.8069417318,130.7101220703,32.8068760851,00130:0013000130; ,0013000130:ビジネスホテル,宿泊;ビジネスホテル;,130.7104456923,32.8070258247,,,,,,130.7101635742,32.8068986003,,,,,,
309353651841852848,1748357670190038202,0000309353651841852848,0001748357670190038202,京屋本店ビル,喫茶マノ,,,99,,,431010160000000200005,JPN,43,101,016,000,00002,00005,熊本県熊本市中央区上通町2-5,1,7,ja,,,,,00240:0024000140; ,0024000140:その他グルメ,グルメ;その他グルメ;,130.7107400174,32.80347602,,,,,,,,,,,,,
309353651841852866,310150281570636516,0000309353651841852866,0000310150281570636516,ホテルオークス,ホテルオークス熊本,,ホテルオークスクマモト,99,096-322-1711,,431010160000000600011,JPN,43,101,016,000,00006,00011,熊本県熊本市中央区上通町6-8,1,1,ja,130.7106958008,32.8053442383,130.7106141493,32.8053719076,00130:0013000130; ,0013000130:ビジネスホテル,宿泊;ビジネスホテル;,130.71074273,32.8053504774,,,,,,,,,,,,,
309353651841852886,310150281570636637,0000309353651841852886,0000310150281570636637,NK№1ビル,学校法人三幸学園飛鳥未来きずな高等学校熊本キャンパス,,,99,,,431010160000000100001,JPN,43,101,016,000,00001,00001,熊本県熊本市中央区上通町1-1,1,7,ja,,,,,00250:0025000140; ,0025000140:高校,学校;高校;,130.7101315647,32.8036265734,,,,,,,,,,,,,
309353651841853021,309096949431284140,0000309353651841853021,0000309096949431284140,肥後水道町ビル,肥後銀行水道町支店銀座通支店,,,99,,,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,7,ja,,,,,00170:0017000110; ,0017000110:銀行,金融機関;銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853021,309096949431284141,0000309353651841853021,0000309096949431284141,肥後水道町ビル,肥後銀行水道町支店銀座通支店,,,99,,,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,7,ja,,,,,00170:0017000110; ,0017000110:銀行,金融機関;銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853021,309096949431284142,0000309353651841853021,0000309096949431284142,肥後水道町ビル,肥後銀行水道町支店銀座通支店,,,99,,,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,7,ja,,,,,00170:0017000110; ,0017000110:銀行,金融機関;銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853021,1747899173841263279,0000309353651841853021,0001747899173841263279,肥後水道町ビル,肥後銀行銀座通支店,,ヒゴギンコウギンザドオリシテン,99,096-352-3111,860-0845,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,1,ja,130.7120033095,32.8027259657,130.7119596354,32.8026299371,00170:0017000110; ,0017000110:銀行,金融機関;銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853021,1751969565887268677,0000309353651841853021,0001751969565887268677,肥後水道町ビル,肥後銀行水道町支店,,ヒゴギンコウスイドウチョウシテン,99,096-352-3111,,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,1,ja,130.7120288086,32.8027189128,130.7119596354,32.8026299371,00170:0017000110; ,0017000110:銀行,金融機関;銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853044,309096949431284241,0000309353651841853044,0000309096949431284241,損保ジャパン熊本水道町ビル,(株)時事通信社熊本支局,,ジジツウシンシャクマモトシキョク,99,096-325-5300,,431010590000000900009,JPN,43,101,059,000,00009,00009,熊本県熊本市中央区水道町9-31,1,1,ja,130.7139542643,32.8022507053,130.713894043,32.802230089,00160:0016000200; ,0016000200:その他,病院・役所;その他;,130.7140527344,32.8022496202,,,,,,,,,,,,,
309353651841853052,1748221330748131589,0000309353651841853052,0001748221330748131589,加地ビル,大分銀行熊本支店,,オオイタギンコウクマモトシテン,99,096-355-5211,,431010590000000100008,JPN,43,101,059,000,00001,00008,熊本県熊本市中央区水道町1-23,1,1,ja,130.7129150391,32.8027796766,130.7134708659,32.8035907661,00170:0017000110; ,0017000110:銀行,金融機関;銀行;,130.712863227,32.8027064345,,,,,,,,,,,,,
309353651841853052,1750898641561789126,0000309353651841853052,0001750898641561789126,加地ビル,加地ビル契約者専用駐車場,,カジビルケイヤクシャセンヨウチュウシャジョウ,99,,,431010590000000100008,JPN,43,101,059,000,00001,00008,熊本県熊本市中央区水道町1-23,1,7,ja,,,,,00110:0011000110; ,0011000110:駐車場,車・交通;駐車場;,130.712863227,32.8027064345,,,,,,,,,,,,,
309353651841853062,309096949431284393,0000309353651841853062,0000309096949431284393,メルパルク熊本,メルパルク熊本,,メルパルククマモト,99,096-355-6311,,431010590000001400001,JPN,43,101,059,000,00014,00001,熊本県熊本市中央区水道町14-1,1,1,ja,130.7148448351,32.8034450955,130.7149796549,32.803374566,00130:0013000140; ,0013000140:公共の宿,宿泊;公共の宿;,130.7147111003,32.8035316298,,,,,,,,,,,,,
309353651841853062,309096949431284395,0000309353651841853062,0000309096949431284395,メルパルク熊本,メルパルク熊本,,メルパルククマモト,99,096-355-6311,,431010590000001400001,JPN,43,101,059,000,00014,00001,熊本県熊本市中央区水道町14-1,1,1,ja,130.7148193359,32.8033764648,130.7149159071,32.8032354058,00160:0016000140; ,0016000140:冠婚葬祭場,病院・役所;冠婚葬祭場;,130.7147111003,32.8035316298,,,,,,,,,,,,,
309353651841853062,1747542932073843812,0000309353651841853062,0001747542932073843812,メルパルク熊本,ホテルメルパルク熊本,,ホテルメルパルククマモト,99,096-355-6311,860-0844,431010590000001400001,JPN,43,101,059,000,00014,00001,熊本県熊本市中央区水道町14-1,1,1,ja,130.7148263889,32.8033957248,130.7149159071,32.8032354058,00130:0013000110; ,0013000110:ホテル,宿泊;ホテル;,130.7147111003,32.8035316298,,,,,,,,,,,,,
309353651841853072,1751969565887268696,0000309353651841853072,0001751969565887268696,上通りイーストンビル,夜CAFE&bar,,,99,,,431010160000000500014,JPN,43,101,016,000,00005,00014,熊本県熊本市中央区上通町5-46,1,7,ja,,,,,00240:0024000140; ,0024000140:その他グルメ,グルメ;その他グルメ;,130.7114873589,32.8039648438,,,,,,,,,,,,,
309353651841853105,309096949431284672,0000309353651841853105,0000309096949431284672,EASTONE BUILD,ハーもニー保育園,,,99,,,431010590000000100012,JPN,43,101,059,000,00001,00012,熊本県熊本市中央区水道町1-9,1,7,ja,,,,,00250:0025000170; ,0025000170:幼稚園・保育園,学校;幼稚園・保育園;,130.7127883572,32.8032834201,,,,,,,,,,,,,
