zid,zid_attr,id,id_attr,building_name,name,name_read,name_read_through,name_initial_code,phone_number,post_code,address_code,address_code1,address_code2,address_code3,address_code4,address_code5,address_detail_code1,address_detail_code2,address,building_type,endearing_name_type,language_code,entrance_point/0/0,entrance_point/0/1,arrival_point/0/0,arrival_point/0/1,genre_code,main_genre_name,all_genre_name,position/0,position/1,distance,entrance_point,arrival_point,entrance_point/1/0,entrance_point/1/1,arrival_point/1/0,arrival_point/1/1,arrival_point/2/0,arrival_point/2/1,entrance_point/2/0,entrance_point/2/1,arrival_point/3/0,arrival_point/3/1
309098570781342979,1749746353375807561,0000309098570781342979,0001749746353375807561,,上林公園,,,99,,,431010170000000200009,JPN,43,101,017,000,00002,00009,熊本県熊本市中央区上林町2-38,7,7,ja,130.7099972873,32.807933214,130.710198839,32.8078843859,00070:0007000050; ,0007000050:公園・緑地,レジャー;公園・緑地;,130.7099986437,32.8079361979,,,,,,,,,,,,,
1752292244632823011,1752291722794296650,0001752292244632823011,0001752291722794296650,,みつばちパーキング,,ミツバチパーキング,99,,,431010590000000400009,JPN,43,101,059,000,00004,00009,熊本県熊本市中央区水道町4-27,7,7,ja,130.7133531359,32.8046815321,130.7133981662,32.8048776584,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7133599175,32.8046858724,,,,,,,,,,,,,
1750241655446874132,1750241133608347669,0001750241655446874132,0001750241133608347669,,月極駐車場,,ツキギメチュウシャジョウ,99,,,431010510000000500006,JPN,43,101,051,000,00005,00006,熊本県熊本市中央区城東町5-29,7,7,ja,130.7109242079,32.8069778103,130.7109600152,32.807124566,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7109299045,32.8069913737,,,,,,,,,,,,,
1750241655446874149,1750241133608347714,0001750241655446874149,0001750241133608347714,,月極駐車場,,ツキギメチュウシャジョウ,99,,,431010160000000900013,JPN,43,101,016,000,00009,00013,熊本県熊本市中央区上通町9-9,7,7,ja,130.7119566515,32.8056106228,130.7120003255,32.8057817925,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7119582791,32.8056548394,,,,,,,,,,,,,
1750241655446874150,1750241133608347715,0001750241655446874150,0001750241133608347715,,月極駐車場,,ツキギメチュウシャジョウ,99,,,431010950000000400007,JPN,43,101,095,000,00004,00007,熊本県熊本市中央区南坪井町4-23,7,7,ja,130.7143646918,32.8065128581,130.714539388,32.8065131293,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7143636068,32.806511773,,,,,,,,,,,,,
1750241655446874154,1750241133608347719,0001750241655446874154,0001750241133608347719,,月極有料駐車場,,ツキギメユウリョウチュウシャジョウ,99,,,431010240000000200003,JPN,43,101,024,000,00002,00003,熊本県熊本市中央区草葉町2-20,7,7,ja,130.7138297526,32.8056407335,130.7138571506,32.8057446289,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7138297526,32.8056407335,,,,,,,,,,,,,
1750241655446874159,1750241133608347724,0001750241655446874159,0001750241133608347724,,月極駐車場,,ツキギメチュウシャジョウ,99,,,431010950000000400006,JPN,43,101,095,000,00004,00006,熊本県熊本市中央区南坪井町4-22,7,7,ja,130.7143806966,32.8068755425,130.7146148003,32.806758355,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.714449056,32.8068527561,,,,,,,,,,,,,
1752534137190753484,1752533615352227021,0001752534137190753484,0001752533615352227021,,月極有料駐車場,,ツキギメユウリョウチュウシャジョウ,99,,,431010950000000500004,JPN,43,101,095,000,00005,00004,熊本県熊本市中央区南坪井町5-17,7,7,ja,130.7131418186,32.807846951,130.7131477865,32.8079020182,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7131423611,32.8078583442,,,,,,,,,,,,,
1750619887446830345,1750619365608303896,0001750619887446830345,0001750619365608303896,,駐車場,,,99,,,431010590000000300008,JPN,43,101,059,000,00003,00008,熊本県熊本市中央区水道町3-29,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7132755534,32.80408176,,,,,,,,,,,,,
1750738634702755708,1750738112864229315,0001750738634702755708,0001750738112864229315,,坂本(南)有料月極駐車場,,サカモトミナミユウリョウツキギメチュウシャジョウ,99,,,431010950000000800004,JPN,43,101,095,000,00008,00004,熊本県熊本市中央区南坪井町8-22,7,7,ja,130.7138872613,32.8075689019,130.7138688151,32.8074457465,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7138859049,32.807558865,,,,,,,,,,,,,
1750738634702755748,1750738112864229355,0001750738634702755748,0001750738112864229355,,月極駐車場,,ツキギメチュウシャジョウ,99,,,431010170000000100014,JPN,43,101,017,000,00001,00014,熊本県熊本市中央区上林町1-34,7,7,ja,130.7113145616,32.8074093967,130.7113286675,32.8075569661,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7113134766,32.8074153646,,,,,,,,,,,,,
306320104898356506,306319583059834607,0000306320104898356506,0000306319583059834607,,南坪井町パーキング,,ミナミツボイマチパーキング,99,,,431010950000000700006,JPN,43,101,095,000,00007,00006,熊本県熊本市中央区南坪井町7-16,7,7,ja,130.7128111437,32.8080493164,130.7128597005,32.8084133572,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7128333876,32.8082250977,,,,,,,,,,,,,
306408065828160086,1749946464492483338,0000306408065828160086,0001749946464492483338,,三井のリパーク熊本水道町第2駐車場,,ミツイノリパーククマモトスイドウチョウダイニチュウシャジョウ,99,,,431010590000000400007,JPN,43,101,059,000,00004,00007,熊本県熊本市中央区水道町4-24,7,7,ja,130.7135438368,32.8045741102,130.7138189019,32.804460178,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7136702474,32.8045290799,,,,,,,,,,,,,
306408065828160087,306407543989637589,0000306408065828160087,0000306407543989637589,,フラットパーク水道町駐車場,,フラットパークスイドウチョウチュウシャジョウ,99,,,431010590000000800002,JPN,43,101,059,000,00008,00002,熊本県熊本市中央区水道町8-15,7,7,ja,130.7140760634,32.8030978733,130.7142323134,32.8031740994,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7141457791,32.8031163194,,,,,,,,,,,,,
1747899695679785919,1747899173841259456,0001747899695679785919,0001747899173841259456,,パスート24草葉第一駐車場,,パスートニジュウヨンクサバダイイチチュウシャジョウ,99,,,431010240000000300004,JPN,43,101,024,000,00003,00004,熊本県熊本市中央区草葉町3-19,7,7,ja,130.7130230035,32.8059722222,130.713019477,32.8059589301,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7130455187,32.805996365,,,,,,,,,,,,,
1751687513237363852,1751686991398837390,0001751687513237363852,0001751686991398837390,,バス・マイクロバス専用駐車場,,バスマイクロバスセンヨウチュウシャジョウ,99,,,431010590000001200001,JPN,43,101,059,000,00012,00001,熊本県熊本市中央区水道町12-1,7,7,ja,130.7142616102,32.8037174479,130.7142537435,32.8036930339,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7142724609,32.8038113064,,,,,,,,,,,,,
1747899695679785890,1747899173841259441,0001747899695679785890,0001747899173841259441,,パスート24大甲橋第2コイン駐車場,,パスートニジュウヨンタイコウバシダイニコインチュウシャジョウ,99,,,431010590000000600003,JPN,43,101,059,000,00006,00003,熊本県熊本市中央区水道町6-2,7,7,ja,130.7136344401,32.8018250868,130.7136143663,32.8018329536,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7136545139,32.8018177626,,,,,,,,,,,,,
1750619887446830347,1750619365608303898,0001750619887446830347,0001750619365608303898,,駐車場,,,99,,,431010590000000900013,JPN,43,101,059,000,00009,00013,熊本県熊本市中央区水道町9-8,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7142163086,32.8027381727,,,,,,,,,,,,,
1750619887446830348,1750619365608303899,0001750619887446830348,0001750619365608303899,,駐車場,,,99,,,431010240000000400001,JPN,43,101,024,000,00004,00001,熊本県熊本市中央区草葉町4-1,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7131152344,32.8063894314,,,,,,,,,,,,,
306315706852006912,1749696875352570478,0000306315706852006912,0001749696875352570478,,パスート24大甲橋第2コイン駐車場,,パスートニジュウヨンタイコウバシダイニコインチュウシャジョウ,99,,,431010590000000600003,JPN,43,101,059,000,00006,00003,熊本県熊本市中央区水道町6-2,7,7,ja,130.7136344401,32.8018250868,130.7136143663,32.8018329536,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7136545139,32.8018177626,,,,,,,,,,,,,
1750619887446830351,1750619365608303902,0001750619887446830351,0001750619365608303902,,駐車場,,,99,,,431010240000000100007,JPN,43,101,024,000,00001,00007,熊本県熊本市中央区草葉町1-40,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7124389648,32.8051980252,,,,,,,,,,,,,
1750738634702755691,1750738112864229298,0001750738634702755691,0001750738112864229298,,上林月極駐車場,,カンバヤシツキギメチュウシャジョウ,99,,,4310101700000001,JPN,43,101,017,000,00001,,熊本県熊本市中央区上林町1,7,7,ja,130.7111892361,32.8074275716,130.7112027995,32.8075689019,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.711187066,32.8074343533,,,,,,,,,,,,,
1750738634702755692,1750738112864229299,0001750738634702755692,0001750738112864229299,,広永月極駐車場,,コウエイツキギメチュウシャジョウ,99,,,431010950000001000009,JPN,43,101,095,000,00010,00009,熊本県熊本市中央区南坪井町10-33,7,7,ja,130.7143199327,32.8074704319,130.714305013,32.8073779297,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.714320204,32.8074742296,,,,,,,,,,,,,
1750738634702755707,1750738112864229314,0001750738634702755707,0001750738112864229314,,坂本(北)月極有料駐車場,,サカモトキタツキギメユウリョウチュウシャジョウ,99,,,4310109500000008,JPN,43,101,095,000,00008,,熊本県熊本市中央区南坪井町8,7,7,ja,130.7139640299,32.8076961263,130.7141121419,32.8076801215,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7139643012,32.8077094184,,,,,,,,,,,,,
1749791955191297558,1749791433352771103,0001749791955191297558,0001749791433352771103,,専用駐車場,,,99,,,431010590000000300001,JPN,43,101,059,000,00003,00001,熊本県熊本市中央区水道町3-11,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.713034668,32.8044761827,,,,,,,,,,,,,
1750225162772483363,1750224640933956900,0001750225162772483363,0001750224640933956900,,パスート24水道町第2コイン駐車場,,パスートニジュウヨンスイドウチョウダイニコインチュウシャジョウ,99,,,431010590000001300004,JPN,43,101,059,000,00013,00004,熊本県熊本市中央区水道町13-20,7,7,ja,130.7140755208,32.8042865668,130.7140717231,32.804273546,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7141156684,32.8043484158,,,,,,,,,,,,,
1750241655446874155,1750241133608347720,0001750241655446874155,0001750241133608347720,,パーキングハヤシ,,,99,,,431010240000000100002,JPN,43,101,024,000,00001,00002,熊本県熊本市中央区草葉町1-15,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7131719293,32.8050583225,,,,,,,,,,,,,
1750619887446830353,1750619365608303904,0001750619887446830353,0001750619365608303904,,駐車場,,,99,,,431010240000000300005,JPN,43,101,024,000,00003,00005,熊本県熊本市中央区草葉町3-20,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7133425564,32.8059358724,,,,,,,,,,,,,
1750619887446830356,1750619365608303907,0001750619887446830356,0001750619365608303907,,駐車場,,,99,,,431010240000000300003,JPN,43,101,024,000,00003,00003,熊本県熊本市中央区草葉町3-18,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7135633681,32.8059025065,,,,,,,,,,,,,
1750619887446830358,1750619365608303909,0001750619887446830358,0001750619365608303909,,駐車場,,,99,,,431010950000000300004,JPN,43,101,095,000,00003,00004,熊本県熊本市中央区南坪井町3-12,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7140169271,32.807336697,,,,,,,,,,,,,
1750225162772483335,1750224640933956872,0001750225162772483335,0001750224640933956872,,コーストパーキング並木坂,,コーストパーキングナミキサカ,99,,,431010170000000300022,JPN,43,101,017,000,00003,00022,熊本県熊本市中央区上林町3-49,7,7,ja,130.7110335286,32.8076559787,130.711026747,32.8075857205,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7110324436,32.8076581489,,,,,,,,,,,,,
1750241655446874142,1750241133608347707,0001750241655446874142,0001750241133608347707,,草葉月極駐車場,,クサハツキギメチュウシャジョウ,99,,,431010240000000200010,JPN,43,101,024,000,00002,00010,熊本県熊本市中央区草葉町2-28,7,7,ja,130.7134828016,32.8058062066,130.7134912109,32.8058395725,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7134494358,32.8058129883,,,,,,,,,,,,,
1750241655446874146,1750241133608347711,0001750241655446874146,0001750241133608347711,,月極有料駐車場,,ツキギメユウリョウチュウシャジョウ,99,,,431010590000000200001,JPN,43,101,059,000,00002,00001,熊本県熊本市中央区水道町2-1,7,7,ja,130.7129432509,32.8035557726,130.7129050022,32.8034038628,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7129462348,32.8035769314,,,,,,,,,,,,,
1747961268331155798,1752452251491900317,0001747961268331155798,0001752452251491900317,,上通り第一駐車場,,,99,,,431010170000000100019,JPN,43,101,017,000,00001,00019,熊本県熊本市中央区上林町1-41,1,7,ja,130.7106542969,32.8073491753,130.7106198459,32.8072075738,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7106545681,32.8073502604,,,,,,,,,,,,,
1749634725028546613,1749634203190020150,0001749634725028546613,0001749634203190020150,,願正寺墓地,,,99,,,431010590000001400004,JPN,43,101,059,000,00014,00004,熊本県熊本市中央区水道町14-21,7,7,ja,130.7150651042,32.8041262478,130.7146459961,32.804066569,00030:0003000095; ,0003000095:冠婚葬祭場,公共;冠婚葬祭場;,130.7150773112,32.8041560872,,,,,,,,,,,,,
1752009670144325433,1752009148305799004,0001752009670144325433,0001752009148305799004,,パークイン九州駐車場,,パークインキュウシュウチュウシャジョウ,99,,,431010590000000500001,JPN,43,101,059,000,00005,00001,熊本県熊本市中央区水道町5-15,7,7,ja,130.7133574761,32.8014097765,130.7133479818,32.8013750543,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.713375651,32.8014754232,,,,,,,,,,,,,
1750241655446874147,1750241133608347712,0001750241655446874147,0001750241133608347712,,月極専用駐車場,,ツキギメセンヨウチュウシャジョウ,99,,,431010590000001200001,JPN,43,101,059,000,00012,00001,熊本県熊本市中央区水道町12-1,7,7,ja,130.7141929796,32.8042041016,130.7142022027,32.8042342122,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7141970486,32.8041992188,,,,,,,,,,,,,
306320104898356495,306319583059834596,0000306320104898356495,0000306319583059834596,,南坪井パーキング,,ミナミツボイパーキング,99,,,431010950000001000007,JPN,43,101,095,000,00010,00007,熊本県熊本市中央区南坪井町10-28,7,7,ja,130.7144962565,32.8075412326,130.7146796332,32.8074758572,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7145540365,32.807515191,,,,,,,,,,,,,
1750241655446874145,1750241133608347710,0001750241655446874145,0001750241133608347710,,月極駐車場,,ツキギメチュウシャジョウ,99,,,431010240000000200012,JPN,43,101,024,000,00002,00012,熊本県熊本市中央区草葉町2-31,7,7,ja,130.7132166884,32.8058013238,130.7132421875,32.8059025065,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7132096354,32.8057801649,,,,,,,,,,,,,
1750619887446830667,1750619365608304235,0001750619887446830667,0001750619365608304235,,駐車場,,,99,,,431010950000001000008,JPN,43,101,095,000,00010,00008,熊本県熊本市中央区南坪井町10-3,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7142323134,32.8080669488,,,,,,,,,,,,,
1751045398446956521,1751044876608430107,0001751045398446956521,0001751044876608430107,,水道町月極駐車場,,スイドウチョウツキギメチュウシャジョウ,99,,,431010590000000400005,JPN,43,101,059,000,00004,00005,熊本県熊本市中央区水道町4-21,7,7,ja,130.7137608507,32.8047601997,130.7137681749,32.8047927517,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7136295573,32.8047045898,,,,,,,,,,,,,
1750619887446830355,1750619365608303906,0001750619887446830355,0001750619365608303906,,駐車場,,,99,,,4310109500000001,JPN,43,101,095,000,00001,,熊本県熊本市中央区南坪井町1,7,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7127202691,32.806789822,,,,,,,,,,,,,
1747961268331155798,1747960746492629337,0001747961268331155798,0001747960746492629337,,月極駐車場,,ツキギメチュウシャジョウ,99,,,431010170000000100019,JPN,43,101,017,000,00001,00019,熊本県熊本市中央区上林町1-41,7,7,ja,130.7106542969,32.8073491753,130.7106198459,32.8072075738,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.7106545681,32.8073502604,,,,,,,,,,,,,
309353651841845432,310150281570632236,0000309353651841845432,0000310150281570632236,コスギ不動産水道町ビル,一ツ葉高等学校,,,99,,,431010590000000500004,JPN,43,101,059,000,00005,00004,熊本県熊本市中央区水道町5-21,1,7,ja,,,,,00050:0005000040; ,0005000040:高校,教育;高校;,130.7133444553,32.8018931749,,,,,,,,,,,,,
309353651841852680,309096949431283706,0000309353651841852680,0000309096949431283706,びぷれす熊日会館ホテル日航熊本,ホテル日航熊本,,ホテルニッコウクマモト,99,096-211-1111,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.7114664714,32.8032527669,130.7113066949,32.8028116862,00080:0008000010; ,0008000010:ホテル,宿泊;ホテル;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283724,0000309353651841852680,0000309096949431283724,びぷれす熊日会館ホテル日航熊本,熊本市現代美術館,,クマモトシゲンダイビジュツカン,99,096-278-7500,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.711262207,32.8029733615,130.7113066949,32.8028116862,00040:0004000020; ,0004000020:美術館,文化;美術館;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283725,0000309353651841852680,0000309096949431283725,びぷれす熊日会館ホテル日航熊本,熊本市現代美術館,,,99,,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,7,ja,,,,,00040:0004000020; ,0004000020:美術館,文化;美術館;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283726,0000309353651841852680,0000309096949431283726,びぷれす熊日会館ホテル日航熊本,熊本市現代美術館,,,99,,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,7,ja,,,,,00040:0004000020; ,0004000020:美術館,文化;美術館;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283729,0000309353651841852680,0000309096949431283729,びぷれす熊日会館ホテル日航熊本,ホテル日航熊本,,,99,,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,7,ja,,,,,00080:0008000010; ,0008000010:ホテル,宿泊;ホテル;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283739,0000309353651841852680,0000309096949431283739,びぷれす熊日会館ホテル日航熊本,スターバックスコーヒー熊本New-S店,,スターバックスコーヒークマモトニューズテン,99,096-327-5077,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.711262207,32.8029733615,130.7113066949,32.8028116862,00140:0014000030; ,0014000030:スターバックスコーヒー,コーヒーショップ;スターバックスコーヒー;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283741,0000309353651841852680,0000309096949431283741,びぷれす熊日会館ホテル日航熊本,ABC MARTプレミアステージ鶴屋New-S店,,エービーシーマートプレミアステージツルヤニューズテン,99,096-311-1820,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.711262207,32.8029733615,130.7113066949,32.8028116862,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283743,0000309353651841852680,0000309096949431283743,びぷれす熊日会館ホテル日航熊本,鶴屋百貨店New-S,,ツルヤヒャッカテンニューズ,99,096-278-7101,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.7108561198,32.8030862088,130.7107392036,32.8029706489,00100:0010000010; ,0010000010:デパート,商業;デパート;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283744,0000309353651841852680,0000309096949431283744,びぷれす熊日会館ホテル日航熊本,ホテル日航熊本,,,99,,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,7,ja,,,,,00080:0008000010; ,0008000010:ホテル,宿泊;ホテル;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,309096949431283748,0000309353651841852680,0000309096949431283748,びぷれす熊日会館ホテル日航熊本,SHIPS熊本店,,シップスクマモトテン,99,096-325-1655,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.71128852,32.8029660373,130.7113066949,32.8028116862,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,1748968998655183437,0000309353651841852680,0001748968998655183437,びぷれす熊日会館ホテル日航熊本,アルペンアウトドアーズ熊本New-S店,,アルペンアウトドアーズクマモトニューズテン,99,096-325-5530,860-0845,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.710999349,32.8030463325,130.710948622,32.8029117839,00100:0010000080; ,0010000080:その他大型専門店,商業;その他大型専門店;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852680,1749778239213034836,0000309353651841852680,0001749778239213034836,びぷれす熊日会館ホテル日航熊本,ビプレス熊日会館有料駐車場,,ビプレスクマニチカイカンユウリョウチュウシャジョウ,99,096-327-5130,,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.711245931,32.8029777018,130.7113066949,32.8028116862,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7112049696,32.8033338759,,,,130.7116788737,32.8036206055,130.7118169488,32.803695204,,,,,,
