address_code,address,address_read,address_read_through,address_code1,address1,address_read1,address_read_through1,address_code2,address2,address_read2,address_read_through2,address_code3,address3,address_read3,address_read_through3,address_code4,address4,address_read4,address_read_through4,address_code5,address5,address_read5,address_read_through5,address_detail_code1,address_detail1,address_detail_read1,address_detail_read_through1,address_detail_code2,address_detail2,address_detail_read2,address_detail_read_through2,post_code,address_level,address_name_type,exclude_level_flag,entrance_point,position/0,position/1,pastmap_id,pastmap_year,child_level_flag,distance,entrance_point/0/0,entrance_point/0/1,entrance_point/1/0,entrance_point/1/1,entrance_point/2/0,entrance_point/2/1,entrance_point/3/0,entrance_point/3/1,entrance_point/4/0,entrance_point/4/1,entrance_point/5/0,entrance_point/5/1,entrance_point/6/0,entrance_point/6/1,entrance_point/7/0,entrance_point/7/1,entrance_point/8/0,entrance_point/8/1
431010160000000100008,熊本県熊本市中央区上通町1-20,クマモトケンクマモトシチュウオウクカミトオリチョウ1-20,クマモトケンクマモトシチュウオウクカミトオリチョウイチニジュウ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00001,1,1,イチ,00008,20,20,ニジュウ,860-0845,TBN,1,0,,130.7103797743,32.8033173286,,,0,,130.7104334852,32.8033024089,,,,,,,,,,,,,,,,
431010160000000100009,熊本県熊本市中央区上通町1-22,クマモトケンクマモトシチュウオウクカミトオリチョウ1-22,クマモトケンクマモトシチュウオウクカミトオリチョウイチニジュウニ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00001,1,1,イチ,00009,22,22,ニジュウニ,860-0845,TBN,1,0,,130.7102737088,32.8033075629,,,0,,130.7102433268,32.80326199,,,,,,,,,,,,,,,,
431010160000000100010,熊本県熊本市中央区上通町1-25,クマモトケンクマモトシチュウオウクカミトオリチョウ1-25,クマモトケンクマモトシチュウオウクカミトオリチョウイチニジュウゴ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00001,1,1,イチ,00010,25,25,ニジュウゴ,860-0845,TBN,1,0,,130.7101397027,32.8033742947,,,0,,130.7100887044,32.8033311632,,,,,,,,,,,,,,,,
431010160000000100011,熊本県熊本市中央区上通町1-26,クマモトケンクマモトシチュウオウクカミトオリチョウ1-26,クマモトケンクマモトシチュウオウクカミトオリチョウイチニジュウロク,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00001,1,1,イチ,00011,26,26,ニジュウロク,860-0845,TBN,1,0,,130.7099791124,32.8035264757,,,0,,130.7099129232,32.8034559462,130.7099156359,32.8034543186,,,,,,,,,,,,,,
4310101600000002,熊本県熊本市中央区上通町2,クマモトケンクマモトシチュウオウクカミトオリチョウ2,クマモトケンクマモトシチュウオウクカミトオリチョウニ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00002,2,2,ニ,,,,,860-0845,GIK,1,0,,130.7111995443,32.8033688694,,,1,,,,,,,,,,,,,,,,,,,
431010160000000200001,熊本県熊本市中央区上通町2-1,クマモトケンクマモトシチュウオウクカミトオリチョウ2-1,クマモトケンクマモトシチュウオウクカミトオリチョウニイチ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00002,2,2,ニ,00001,1,1,イチ,860-0845,TBN,1,0,,130.7112179905,32.8033818902,,,0,,130.7107465278,32.803116862,130.7108561198,32.8030862088,130.710999349,32.8030463325,130.7112318251,32.8029817708,130.711245931,32.8029777018,130.711262207,32.8029733615,130.71128852,32.8029660373,130.7114664714,32.8032527669,130.7116788737,32.8036206055
431010160000000200005,熊本県熊本市中央区上通町2-5,クマモトケンクマモトシチュウオウクカミトオリチョウ2-5,クマモトケンクマモトシチュウオウクカミトオリチョウニゴ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00002,2,2,ニ,00005,5,5,ゴ,860-0845,TBN,1,0,,130.7107402886,32.80347602,,,0,,130.7106486003,32.8035039605,,,,,,,,,,,,,,,,
431010160000000200006,熊本県熊本市中央区上通町2-6,クマモトケンクマモトシチュウオウクカミトオリチョウ2-6,クマモトケンクマモトシチュウオウクカミトオリチョウニロク,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00002,2,2,ニ,00006,6,6,ロク,860-0845,TBN,1,0,,130.7107793511,32.8036024306,,,0,,130.7106860352,32.8036276584,,,,,,,,,,,,,,,,
431010160000000200007,熊本県熊本市中央区上通町2-7,クマモトケンクマモトシチュウオウクカミトオリチョウ2-7,クマモトケンクマモトシチュウオウクカミトオリチョウニナナ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00002,2,2,ニ,00007,7,7,ナナ,860-0845,TBN,1,0,,130.7108344184,32.8036859809,,,0,,130.7107177734,32.8037147352,130.7107953559,32.8036257595,,,,,,,,,,,,,,
431010160000000200008,熊本県熊本市中央区上通町2-8,クマモトケンクマモトシチュウオウクカミトオリチョウ2-8,クマモトケンクマモトシチュウオウクカミトオリチョウニハチ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00002,2,2,ニ,00008,8,8,ハチ,860-0845,TBN,1,0,,130.7107633464,32.8035356988,,,0,,130.7106732856,32.8035647244,130.710749783,32.8038058811,,,,,,,,,,,,,,
431010160000000200002,熊本県熊本市中央区上通町2-10,クマモトケンクマモトシチュウオウクカミトオリチョウ2-10,クマモトケンクマモトシチュウオウクカミトオリチョウニジュウ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00002,2,2,ニ,00002,10,10,ジュウ,860-0845,TBN,1,0,,130.7108997938,32.8038476563,,,0,,130.7107790799,32.8038848199,,,,,,,,,,,,,,,,
431010160000000200004,熊本県熊本市中央区上通町2-30,クマモトケンクマモトシチュウオウクカミトオリチョウ2-30,クマモトケンクマモトシチュウオウクカミトオリチョウニサンジュウ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00002,2,2,ニ,00004,30,30,サンジュウ,860-0845,TBN,1,0,,130.7115190972,32.8029660373,,,0,,130.711507704,32.8028889974,,,,,,,,,,,,,,,,
4310101600000003,熊本県熊本市中央区上通町3,クマモトケンクマモトシチュウオウクカミトオリチョウ3,クマモトケンクマモトシチュウオウクカミトオリチョウサン,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,,,,,860-0845,GIK,1,0,,130.712090115,32.8031065538,,,1,,,,,,,,,,,,,,,,,,,
431010160000000300001,熊本県熊本市中央区上通町3-15,クマモトケンクマモトシチュウオウクカミトオリチョウ3-15,クマモトケンクマモトシチュウオウクカミトオリチョウサンジュウゴ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,00001,15,15,ジュウゴ,860-0845,TBN,1,0,,130.7123749457,32.8034193251,,,0,,130.712390408,32.8034895833,,,,,,,,,,,,,,,,
431010160000000300002,熊本県熊本市中央区上通町3-19,クマモトケンクマモトシチュウオウクカミトオリチョウ3-19,クマモトケンクマモトシチュウオウクカミトオリチョウサンジュウキュウ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,00002,19,19,ジュウキュウ,860-0845,TBN,1,0,,130.7125640191,32.8034190538,,,0,,130.712574056,32.8034453668,,,,,,,,,,,,,,,,
431010160000000300003,熊本県熊本市中央区上通町3-20,クマモトケンクマモトシチュウオウクカミトオリチョウ3-20,クマモトケンクマモトシチュウオウクカミトオリチョウサンニジュウ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,00003,20,20,ニジュウ,860-0845,TBN,1,0,,130.7124945747,32.8032942708,,,0,,130.712539605,32.8032815213,130.7125708008,32.803343099,,,,,,,,,,,,,,
431010160000000300004,熊本県熊本市中央区上通町3-21,クマモトケンクマモトシチュウオウクカミトオリチョウ3-21,クマモトケンクマモトシチュウオウクカミトオリチョウサンニジュウイチ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,00004,21,21,ニジュウイチ,860-0845,TBN,1,0,,130.7124682617,32.8031819661,,,0,,130.7124763997,32.8031754557,,,,,,,,,,,,,,,,
431010160000000300005,熊本県熊本市中央区上通町3-26,クマモトケンクマモトシチュウオウクカミトオリチョウ3-26,クマモトケンクマモトシチュウオウクカミトオリチョウサンニジュウロク,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,00005,26,26,ニジュウロク,860-0845,TBN,1,0,,130.7122222222,32.802909885,,,0,,130.712277832,32.802890625,,,,,,,,,,,,,,,,
431010160000000300006,熊本県熊本市中央区上通町3-31,クマモトケンクマモトシチュウオウクカミトオリチョウ3-31,クマモトケンクマモトシチュウオウクカミトオリチョウサンサンジュウイチ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,00006,31,31,サンジュウイチ,860-0845,TBN,1,0,,130.7120730252,32.8027978516,,,0,,130.7120033095,32.8027259657,130.7120288086,32.8027189128,130.7120477973,32.8027137587,,,,,,,,,,,,
431010160000000300007,熊本県熊本市中央区上通町3-33,クマモトケンクマモトシチュウオウクカミトオリチョウ3-33,クマモトケンクマモトシチュウオウクカミトオリチョウサンサンジュウサン,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,00007,33,33,サンジュウサン,860-0845,TBN,1,0,,130.7118752713,32.8028266059,,,0,,130.7118579102,32.8027856445,,,,,,,,,,,,,,,,
431010160000000300008,熊本県熊本市中央区上通町3-34,クマモトケンクマモトシチュウオウクカミトオリチョウ3-34,クマモトケンクマモトシチュウオウクカミトオリチョウサンサンジュウヨン,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00003,3,3,サン,00008,34,34,サンジュウヨン,860-0845,TBN,1,0,,130.7117998589,32.8028453234,,,0,,130.711754286,32.8028393555,130.7118375651,32.8031125217,130.7120062934,32.8030376519,,,,,,,,,,,,
4310101600000004,熊本県熊本市中央区上通町4,クマモトケンクマモトシチュウオウクカミトオリチョウ4,クマモトケンクマモトシチュウオウクカミトオリチョウヨン,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,,,,,860-0845,GIK,1,0,,130.7105224609,32.804313151,,,1,,,,,,,,,,,,,,,,,,,
431010160000000400001,熊本県熊本市中央区上通町4-1,クマモトケンクマモトシチュウオウクカミトオリチョウ4-1,クマモトケンクマモトシチュウオウクカミトオリチョウヨンイチ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00001,1,1,イチ,860-0845,TBN,1,0,,130.7102145725,32.8039737956,,,0,,130.7101614041,32.8039908854,,,,,,,,,,,,,,,,
431010160000000400011,熊本県熊本市中央区上通町4-5,クマモトケンクマモトシチュウオウクカミトオリチョウ4-5,クマモトケンクマモトシチュウオウクカミトオリチョウヨンゴ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00011,5,5,ゴ,860-0845,TBN,1,0,,130.7103325738,32.8042632378,,,0,,,,,,,,,,,,,,,,,,,
431010160000000400012,熊本県熊本市中央区上通町4-6,クマモトケンクマモトシチュウオウクカミトオリチョウ4-6,クマモトケンクマモトシチュウオウクカミトオリチョウヨンロク,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00012,6,6,ロク,860-0845,TBN,1,0,,130.7103927951,32.804387207,,,0,,130.7103241645,32.8044091797,,,,,,,,,,,,,,,,
431010160000000400013,熊本県熊本市中央区上通町4-7,クマモトケンクマモトシチュウオウクカミトオリチョウ4-7,クマモトケンクマモトシチュウオウクカミトオリチョウヨンナナ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00013,7,7,ナナ,860-0845,TBN,1,0,,130.7103187391,32.8042255317,,,0,,130.7102693685,32.8042385525,,,,,,,,,,,,,,,,
431010160000000400002,熊本県熊本市中央区上通町4-10,クマモトケンクマモトシチュウオウクカミトオリチョウ4-10,クマモトケンクマモトシチュウオウクカミトオリチョウヨンジュウ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00002,10,10,ジュウ,860-0845,TBN,1,0,,130.7104863824,32.8045304362,,,0,,130.7103900825,32.8045665148,,,,,,,,,,,,,,,,
431010160000000400003,熊本県熊本市中央区上通町4-11,クマモトケンクマモトシチュウオウクカミトオリチョウ4-11,クマモトケンクマモトシチュウオウクカミトオリチョウヨンジュウイチ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00003,11,11,ジュウイチ,860-0845,TBN,1,0,,130.7107055664,32.8045532227,,,0,,130.7107164171,32.8045857747,,,,,,,,,,,,,,,,
431010160000000400004,熊本県熊本市中央区上通町4-13,クマモトケンクマモトシチュウオウクカミトオリチョウ4-13,クマモトケンクマモトシチュウオウクカミトオリチョウヨンジュウサン,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00004,13,13,ジュウサン,860-0845,TBN,1,0,,130.7108257378,32.8045209418,,,0,,130.7108818902,32.8045071072,,,,,,,,,,,,,,,,
431010160000000400005,熊本県熊本市中央区上通町4-14,クマモトケンクマモトシチュウオウクカミトオリチョウ4-14,クマモトケンクマモトシチュウオウクカミトオリチョウヨンジュウヨン,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00005,14,14,ジュウヨン,860-0845,TBN,1,0,,130.7106800673,32.8044129774,,,0,,130.7108355035,32.8043703885,130.7108528646,32.8044276259,,,,,,,,,,,,,,
431010160000000400006,熊本県熊本市中央区上通町4-15,クマモトケンクマモトシチュウオウクカミトオリチョウ4-15,クマモトケンクマモトシチュウオウクカミトオリチョウヨンジュウゴ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00006,15,15,ジュウゴ,860-0845,TBN,1,0,,130.7106502279,32.8043703885,,,0,,130.7108194987,32.8043196615,,,,,,,,,,,,,,,,
431010160000000400007,熊本県熊本市中央区上通町4-16,クマモトケンクマモトシチュウオウクカミトオリチョウ4-16,クマモトケンクマモトシチュウオウクカミトオリチョウヨンジュウロク,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00007,16,16,ジュウロク,860-0845,TBN,1,0,,130.7106030273,32.8042523872,,,0,,130.7107977973,32.8042675781,,,,,,,,,,,,,,,,
431010160000000400008,熊本県熊本市中央区上通町4-17,クマモトケンクマモトシチュウオウクカミトオリチョウ4-17,クマモトケンクマモトシチュウオウクカミトオリチョウヨンジュウナナ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00008,17,17,ジュウナナ,860-0845,TBN,1,0,,130.7105699327,32.8042073568,,,0,,130.7107343207,32.8041650391,,,,,,,,,,,,,,,,
431010160000000400009,熊本県熊本市中央区上通町4-18,クマモトケンクマモトシチュウオウクカミトオリチョウ4-18,クマモトケンクマモトシチュウオウクカミトオリチョウヨンジュウハチ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00009,18,18,ジュウハチ,860-0845,TBN,1,0,,130.7102533637,32.8040405273,,,0,,130.7102042643,32.8040679253,130.7102305773,32.8041370985,130.7102501085,32.8042062717,130.7103683811,32.8041688368,130.7105932617,32.8040719944,130.710612793,32.8041167535,130.7107028537,32.8040052626,130.7107248264,32.8040630425,130.7107419162,32.8041075304
431010160000000400010,熊本県熊本市中央区上通町4-24,クマモトケンクマモトシチュウオウクカミトオリチョウ4-24,クマモトケンクマモトシチュウオウクカミトオリチョウヨンニジュウヨン,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00004,4,4,ヨン,00010,24,24,ニジュウヨン,860-0845,TBN,1,0,,130.7104969618,32.8039862739,,,0,,130.7106803385,32.8039453125,,,,,,,,,,,,,,,,
4310101600000005,熊本県熊本市中央区上通町5,クマモトケンクマモトシチュウオウクカミトオリチョウ5,クマモトケンクマモトシチュウオウクカミトオリチョウゴ,JPN,日本,ニホン,ニホン,43,熊本県,クマモトケン,クマモトケン,101,熊本市中央区,クマモトシチュウオウク,クマモトシチュウオウク,016,上通町,カミトオリチョウ,カミトオリチョウ,000,,,,00005,5,5,ゴ,,,,,860-0845,GIK,1,0,,130.711883138,32.8039944119,,,1,,,,,,,,,,,,,,,,,,,
