zid,zid_attr,building_name,name,name_read_through,post_code,address_code,address,room_count,tenant_floor_type,tenant_floor,tenant_floor_num,tenant_room_name,building_type,building_use,building_use_level,building_top_floor_num,building_bottom_floor_num,position/0,position/1,area_size,total_area_size,distance,build_year,build_year_month_level,building_structure1,building_structure2,building_structure_level,ownership_type,ownership_type_level
309353651841861152,310146983035703553,天野屋書店,天野屋書店,,860-0847,431010170000000300016,熊本県熊本市中央区上林町3-40,2,0,,,,3,2000,D,5,-1,130.7118988715,32.8076019965,75,375,,1996,D,0,,D,,
1749697391553953521,1749696875352571676,熊本眼鏡院,熊本眼鏡院,,860-0847,4310101700000003,熊本県熊本市中央区上林町3,,0,,,,3,2000,D,1,-1,130.711906467,32.8076475694,62,62,,2019,D,0,,D,,
309353651841852661,1751969565887268588,銀座玩具店,銀座玩具店,,860-0845,431010160000000400009,熊本県熊本市中央区上通町4-18,1,0,,,,3,3001,D,0,-1,130.7104174805,32.8041444227,55,55,,2009,D,1,,D,,
1749191616205164349,1748883236748195373,CHARM,CHARM,,860-0846,4310105100000005,熊本県熊本市中央区城東町5,,0,,,,3,2000,D,2,-1,130.7105270725,32.8057288954,74,148,,2018,D,0,,D,,
309353651841853522,1752009148305799537,SOYS&DAYS,SOYS&DAYS,,860-0843,431010240000000300006,熊本県熊本市中央区草葉町3-3,,0,,,,3,2000,D,2,-1,130.712918023,32.8062795681,84,168,,2001,D,0,,D,,
309353651841861245,310146983035703965,DRAGON BROCANTE,DRAGON BROCANTE,,860-0848,431010950000000500009,熊本県熊本市中央区南坪井町5-21,3,0,,,,3,3006,D,2,-1,130.7131062826,32.8074297418,336,672,,1996,D,0,,D,,
309353651841861240,1749696875352571666,タイムズ24㈱熊本(営),タイムズ24㈱熊本(営),,860-0848,431010950000000800006,熊本県熊本市中央区南坪井町8-26,2,0,,,,3,3006,D,3,-1,130.7137169054,32.8076467556,187,561,,1996,D,0,,D,,
309353651841859455,310056823082229654,熊本信愛女学院高等学校中学校,熊本信愛女学院高等学校中学校,,860-0847,431010170000000300001,熊本県熊本市中央区上林町3-18,1,0,,,,3,2000,D,5,-1,130.7111013455,32.8082720269,2053,10265,,1996,D,0,,D,,
309353651841852833,310150281570636394,イノウエビル№2,イノウエビル№2,,860-0845,431010160000000400009,熊本県熊本市中央区上通町4-18,5,0,,,,3,3006,D,5,0,130.7102875434,32.8041205512,81,405,,1996,D,0,,D,,
309353651841853321,309096949431285774,八虎,八虎,,860-0845,431010160000000900002,熊本県熊本市中央区上通町9-12,,0,,,,3,2000,D,2,-1,130.7121025933,32.8056548394,86,172,,1996,D,0,,D,,
309353651841853134,309096949431284884,大谷ビル,大谷ビル,,860-0845,431010160000000700001,熊本県熊本市中央区上通町7-1,4,0,,,,3,3006,D,5,-1,130.7111751302,32.8045673286,240,1200,,1996,D,0,,D,,
309353651841853342,1,,,,860-0848,431010950000000300001,熊本県熊本市中央区南坪井町3-1,3,0,,,,3,1001,D,2,-1,130.7133344184,32.8069854058,90,180,,1996,D,1,,D,,
309353651841853075,309096949431284437,カトリック手取教会,カトリック手取教会,,860-0845,431010160000000300008,熊本県熊本市中央区上通町3-34,1,0,,,,3,2000,D,0,-1,130.711914605,32.8032278103,355,355,,1996,D,0,,D,,
309353651841853011,309096949431284116,手取菅原神社社務所,手取菅原神社社務所,,860-0845,431010160000000500009,熊本県熊本市中央区上通町5-34,2,0,,,,3,3001,D,2,-1,130.7126502821,32.8035989041,161,322,,1998,D,1,,D,,
309353651841853345,1,,,,860-0848,431010950000000200002,熊本県熊本市中央区南坪井町2-12,1,0,,,,3,1001,D,2,-1,130.7137546115,32.8067249891,181,362,,1996,D,1,,D,,
309353651841853241,309096949431285424,白川公園茶室,白川公園茶室,,860-0843,431010240000000500001,熊本県熊本市中央区草葉町5-1,,0,,,,3,2000,D,1,-1,130.7160158963,32.8052083333,755,755,,1999,D,0,,D,,
309353651841853285,1751104250236565271,まるいわ,まるいわ,,860-0845,431010160000000800012,熊本県熊本市中央区上通町8-23,1,0,,,,3,2000,D,2,-1,130.711164822,32.8055593533,108,216,,1996,D,0,,D,,
309353651841852854,310150281570636455,西野ビル,西野ビル,,860-0845,431010160000000400005,熊本県熊本市中央区上通町4-14,5,0,,,,3,3006,D,4,0,130.7106759983,32.8044165039,156,624,,1996,D,0,,D,,
309353651841853021,309096949431284133,肥後水道町ビル,肥後水道町ビル,,860-0845,431010160000000300006,熊本県熊本市中央区上通町3-31,11,0,,,,3,3006,D,7,0,130.7120629883,32.8027894423,535,3745,,1996,D,0,,D,,
309353651841861340,310146983035704442,㈲ヒガシ電器駐車場,㈲ヒガシ電器駐車場,,860-0847,4310101700000001,熊本県熊本市中央区上林町1,,0,,,,3,2000,D,1,-1,130.7110761176,32.8074823676,113,113,,,,0,,D,,
309353651841853258,309096949431285514,㈲舒文堂河島書店,㈲舒文堂河島書店,,860-0845,431010160000001100005,熊本県熊本市中央区上通町11-2,,0,,,,3,2000,D,3,-1,130.711777615,32.8064792209,155,465,,1996,D,0,,D,,
309353651841852883,1749778239213034830,グランガーデン熊本ビル立体駐車場,グランガーデン熊本ビル立体駐車場,グランガーデンクマモトビルリッタイチュウシャジョウ,860-0846,431010510000000500004,熊本県熊本市中央区城東町5-26,1,0,,,,3,2000,D,2,-1,130.7105881076,32.8058992513,194,388,,2008,D,0,,D,,
309353651841852708,310146983035701200,大福堂,大福堂,,860-0847,431010170000000100016,熊本県熊本市中央区上林町1-36,,0,,,,3,2000,D,2,-1,130.7110036892,32.8072349718,186,372,,1996,D,0,,D,,
309353651841853404,1,,,,860-0847,431010170000000100014,熊本県熊本市中央区上林町1-34,2,0,,,,3,1001,D,3,-1,130.7113137478,32.8072403971,129,387,,1996,D,0,,D,,
309353651841853606,1747911268469085657,ほぐしゼーション楽や,ほぐしゼーション楽や,,860-0844,431010590000000000001,熊本県熊本市中央区水道町10-11,,0,,,,3,2000,D,1,-1,130.71425727,32.803320855,63,63,,2010,D,0,,D,,
309353651841861257,310146983035703982,㈲吉田印章,㈲吉田印章,,860-0848,431010950000000700005,熊本県熊本市中央区南坪井町7-14,,0,,,,3,2000,D,2,-1,130.713269043,32.8080433485,87,174,,1996,D,0,,D,,
309353651841853290,309096949431285676,小坊主,小坊主,,860-0845,431010160000001100006,熊本県熊本市中央区上通町11-20,,0,,,,3,2000,D,2,-1,130.7126378038,32.8063726128,64,128,,1998,D,0,,D,,
309353651841853077,309096949431284448,長安寺イーストンビル,長安寺イーストンビル,,860-0845,431010160000000500012,熊本県熊本市中央区上通町5-40,5,0,,,,3,3006,D,3,1,130.7120331489,32.8037573242,294,1176,,1996,D,0,,D,,
309353651841853490,1,,,,860-0843,431010240000000200007,熊本県熊本市中央区草葉町2-24,1,0,,,,3,1001,D,2,-1,130.7138446723,32.8054597982,48,96,,1996,D,1,,D,,
309353651841861151,310146983035703552,常,常,,860-0848,431010950000000600006,熊本県熊本市中央区南坪井町6-4,,0,,,,3,2000,D,2,-1,130.7122870551,32.8083517795,28,56,,1996,D,1,,D,,
309353651841853411,1749946464492483361,ボン洋酒店,ボン洋酒店,,860-0845,431010160000001000002,熊本県熊本市中央区上通町10-12,,0,,,,3,2000,D,3,-1,130.7122927517,32.8060576714,84,252,,1998,D,0,,D,,
309353651841861323,310146983035704365,学校法人九州美容専門学校,学校法人九州美容専門学校,,860-0848,431010950000001000007,熊本県熊本市中央区南坪井町10-28,,0,,,,3,2000,D,7,-1,130.7144710286,32.8077574327,319,2233,,1996,D,0,,D,,
309353651841861271,310146983035704019,坪井ビル,坪井ビル,,860-0848,431010950000000600009,熊本県熊本市中央区南坪井町6-7,2,0,,,,3,3006,D,4,-1,130.7126310221,32.8083251953,32,128,,1998,D,0,,D,,
309353651841861182,1,,,,860-0848,431010950000001000002,熊本県熊本市中央区南坪井町10-11,1,0,,,,3,1001,D,2,-1,130.7142637804,32.808393826,44,88,,1996,D,1,,D,,
309353651841861286,310146983035704112,緒續ビル,緒續ビル,,860-0848,431010950000000700006,熊本県熊本市中央区南坪井町7-16,4,0,,,,3,3006,D,3,0,130.7127259657,32.8082044813,110,330,,2000,D,0,,D,,
309353651841861440,1747911268469086173,Manly,Manly,,860-0848,431010950000000500015,熊本県熊本市中央区南坪井町5-29,2,0,,,,3,3006,D,4,-1,130.7125032552,32.8075439453,111,444,,1996,D,0,,D,,
309353651841853433,309096949431286360,熊谷耳鼻咽喉科医院,熊谷耳鼻咽喉科医院,,860-0848,431010950000000400005,熊本県熊本市中央区南坪井町4-19,,0,,,,3,2000,D,4,-1,130.7144102648,32.807121582,259,1036,,1996,D,0,,D,,
309353651841861164,310146983035703576,㈲フルカワ花店,㈲フルカワ花店,,860-0847,431010170000000300008,熊本県熊本市中央区上林町3-28,,0,,,,3,2000,D,1,-1,130.7120722114,32.80845676,19,19,,1996,D,1,,D,,
309353651841853066,1749696875352571044,テラス,テラス,,860-0844,431010590000000300012,熊本県熊本市中央区水道町3-38,,0,,,,3,2000,D,2,-1,130.7122132704,32.804320204,96,192,,1996,D,0,,D,,
309353651841853231,1,,,,860-0848,431010950000000400012,熊本県熊本市中央区南坪井町4-7,1,0,,,,3,1001,D,2,-1,130.7140641276,32.8070081923,93,186,,1996,D,1,,D,,
309353651841853031,1,,,,860-0844,431010590000000800005,熊本県熊本市中央区水道町8-19,1,0,,,,3,1001,D,3,-1,130.7140272352,32.802778049,149,447,,1996,D,0,,D,,
309353651841853220,1,,,,860-0845,431010160000001100009,熊本県熊本市中央区上通町11-26,1,0,,,,3,1001,D,3,-1,130.7123529731,32.8062483724,128,384,,1996,D,0,,D,,
309353651841852781,310150281570636048,熊本城東郵便局,熊本城東郵便局,,860-0846,431010510000000100001,熊本県熊本市中央区城東町1-1,1,0,,,,3,2000,D,1,-1,130.7091115994,32.8041224501,338,338,,1996,D,0,,D,,
309353651841853482,1,,,,860-0845,431010160000001100013,熊本県熊本市中央区上通町11-6,,0,,,,3,9999,D,2,-1,130.7118996853,32.806851671,52,104,,1996,D,1,,D,,
309353651841852690,309096949431283848,上通中央ビル,上通中央ビル,,860-0845,431010160000000600006,熊本県熊本市中央区上通町6-22,3,0,,,,3,3006,D,2,-1,130.7107703993,32.8048773872,318,636,,1998,D,0,,D,,
309353651841852687,309096949431283813,蜂楽饅頭,蜂楽饅頭,,860-0845,431010160000000500011,熊本県熊本市中央区上通町5-4,,0,,,,3,2000,D,3,-1,130.7109936523,32.8042108832,101,303,,1996,D,0,,D,,
309353651841853146,309096949431285074,牧野歯科医院,牧野歯科医院,,860-0844,431010590000000400009,熊本県熊本市中央区水道町4-27,,0,,,,3,2000,D,3,-1,130.7134195964,32.804574924,119,357,,1996,D,0,,D,,
1749946980693865169,1749946464492483297,タピキング,タピキング,,860-0846,4310105100000002,熊本県熊本市中央区城東町2,,0,,,,3,2000,D,1,-1,130.7099622938,32.8040947808,14,14,,2021,D,1,,D,,
309353651841861400,1,,,,860-0848,431010950000000500007,熊本県熊本市中央区南坪井町5-2,,0,,,,3,9999,D,2,-1,130.7122059462,32.80765625,68,136,,1996,D,1,,D,,
309353651841853118,309096949431284716,東横イン熊本城通町筋,東横イン熊本城通町筋,,860-0844,431010590000000100001,熊本県熊本市中央区水道町1-1,,0,,,,3,2000,D,11,-1,130.7124858941,32.8027308485,461,5071,,1996,D,0,,D,,
309353651841852656,1751969565887268580,camp,camp,,860-0846,431010510000000500003,熊本県熊本市中央区城東町5-18,1,0,,,,3,2000,D,2,-1,130.7101293945,32.8072753906,28,56,,2008,D,1,,D,,
309353651841853551,309096949431286851,ラーメン赤組,ラーメン赤組,,860-0845,431010160000000700013,熊本県熊本市中央区上通町7-23,,0,,,,3,2000,D,2,-1,130.7121880425,32.8048890516,70,140,,1996,D,0,,D,,
309353651841852699,1,,,,860-0845,431010160000000800013,熊本県熊本市中央区上通町8-26,,0,,,,3,9999,D,2,-1,130.7109860569,32.8056236437,80,160,,1996,D,1,,D,,
309353651841853415,1751969565887268790,ピュアーズカミノウラ,ピュアーズカミノウラ,,860-0848,431010950000000200006,熊本県熊本市中央区南坪井町2-2,2,0,,,,3,3006,D,3,-1,130.7130777995,32.8066509332,52,156,,1996,D,0,,D,,
309353651841861510,310146983035704968,坪井恵比須神社,坪井恵比須神社,,860-0847,4310101700000003,熊本県熊本市中央区上林町3,,0,,,,3,2000,D,1,-1,130.7118869358,32.8083767361,25,25,,2011,D,1,,D,,
309353651841852831,1751969565887268656,3dePLUS,3dePLUS,,860-0845,431010160000000400001,熊本県熊本市中央区上通町4-1,1,0,,,,3,2000,D,4,0,130.7102148438,32.8039735243,44,176,,2002,D,0,,D,,
309353651841853086,309096949431284555,フジイチ№5ビル,フジイチ№5ビル,,860-0844,431010590000000200001,熊本県熊本市中央区水道町2-1,6,0,,,,3,3006,D,4,0,130.7130034722,32.8034478082,85,340,,1996,D,0,,D,,
309353651841853149,1749946464492483350,王さまのカレー,王さまのカレー,,860-0844,431010590000000300001,熊本県熊本市中央区水道町3-11,2,0,,,,3,3001,D,3,-1,130.7129527452,32.8045041233,86,258,,1996,D,0,,D,,
309353651841852610,1,,,,860-0846,431010510000000100001,熊本県熊本市中央区城東町1-1,,0,,,,3,9999,D,4,-1,130.7093562826,32.8045507813,745,2980,,1998,D,0,,D,,
309353651841853438,1748357670190038348,THE IDIOME,THE IDIOME,,860-0845,431010160000001000003,熊本県熊本市中央区上通町10-13,1,0,,,,3,2000,D,3,-1,130.7125463867,32.8060191515,73,219,,1996,D,0,,D,,
309353651841853054,309096949431284348,日本福音ルーテル熊本教会,日本福音ルーテル熊本教会,,860-0844,431010590000000100007,熊本県熊本市中央区水道町1-21,,0,,,,3,2000,D,0,-1,130.7129909939,32.8029353841,258,258,,1996,D,0,,D,,
309353651841860134,310056823082231143,信愛アリーナ,信愛アリーナ,,860-0847,4310101700000003,熊本県熊本市中央区上林町3,,0,,,,3,2000,D,3,-1,130.710413954,32.808039822,1450,4350,,2006,D,0,,D,,
309353651841861185,1747911268469086154,フレンチグルマン,フレンチグルマン,,860-0848,431010950000000800002,熊本県熊本市中央区南坪井町8-2,,0,,,,3,2000,D,2,-1,130.7134960938,32.8077061632,65,130,,1996,D,0,,D,,
309353651841853096,1751889301538362161,月極駐車場,月極駐車場,,860-0844,4310105900000001,熊本県熊本市中央区水道町1,,0,,,,3,2000,D,0,0,130.7128719076,32.8033623589,66,66,,,,0,,D,,
309353651841853450,1749191100003782547,㈲グッド・フェローズ,㈲グッド・フェローズ,,860-0845,431010160000000900009,熊本県熊本市中央区上通町9-26,2,0,,,,3,3006,D,0,-1,130.7116276042,32.8054975043,107,107,,1996,D,1,,D,,
309353651841861295,310146983035704337,ヘアーズヒーロー,ヘアーズヒーロー,,860-0848,431010950000000700010,熊本県熊本市中央区南坪井町7-5,,0,,,,3,2000,D,2,-1,130.7127642144,32.8082986111,35,70,,1996,D,1,,D,,
309353651841853459,1748357670190038351,nimsauna,nimsauna,,860-0845,431010160000001000006,熊本県熊本市中央区上通町10-18,,0,,,,3,2000,D,1,-1,130.7123554145,32.8057798937,30,30,,1996,D,1,,D,,
309353651841853245,309096949431285436,寿楽院,寿楽院,,860-0843,431010240000000200011,熊本県熊本市中央区草葉町2-3,,0,,,,3,2000,D,2,-1,130.7126418728,32.8058916558,46,92,,1998,D,1,,D,,
309353651841861209,1,,,,860-0848,431010950000000900004,熊本県熊本市中央区南坪井町9-7,1,0,,,,3,1001,D,2,-1,130.7138541667,32.8085370551,58,116,,1996,D,1,,D,,
309353651841861175,310146983035703583,ONE UP STYLE,ONE UP STYLE,,860-0848,431010950000000600005,熊本県熊本市中央区南坪井町6-3,1,0,,,,3,2000,D,3,-1,130.7123025174,32.8082950846,55,165,,1996,D,0,,D,,
309353651841853407,309096949431286260,U・Iビル,U・Iビル,,860-0845,431010160000000800006,熊本県熊本市中央区上通町8-18,4,0,,,,3,3006,D,2,0,130.7112711589,32.8059714084,224,448,,2004,D,0,,D,,
309353651841853018,309096949431284122,京呉服㈱ひさや,京呉服㈱ひさや,,860-0845,431010160000000500016,熊本県熊本市中央区上通町5-5,,0,,,,3,2000,D,0,-1,130.7110983615,32.8043527561,165,165,,1996,D,0,,D,,
309353651841852808,310150281570636284,かがわパーソナル,かがわパーソナル,,860-0846,431010510000000200005,熊本県熊本市中央区城東町2-5,,0,,,,3,2000,D,5,-1,130.7098301866,32.8040999349,60,300,,1996,D,0,,D,,
1748883752949578219,1752057526817482422,家族葬のファミーユ藤崎宮前ホール,家族葬のファミーユ藤崎宮前ホール,,860-0847,431010170000000300006,熊本県熊本市中央区上林町3-26-1,,0,,,,3,2000,D,2,-1,130.7116984049,32.8083506944,224,448,,2022,D,0,,D,,
309353651841860121,310056823082231078,藤の家,藤の家,,860-0847,431010170000000100022,熊本県熊本市中央区上林町1-5,1,0,,,,3,2000,D,2,-1,130.7100434028,32.8075859918,129,258,,1996,D,0,,D,,
309353651841852819,310150281570636353,協同組合上通振興会,協同組合上通振興会,,860-0846,431010510000000300002,熊本県熊本市中央区城東町3-20,3,0,,,,3,3006,D,2,-1,130.7100732422,32.8043063694,122,244,,1996,D,1,,D,,
309353651841861153,310146983035703556,いとよしネーム,いとよしネーム,,860-0847,4310101700000001,熊本県熊本市中央区上林町1,,0,,,,3,2000,D,3,-1,130.7118419054,32.8073990885,32,96,,1996,D,0,,D,,
309353651841861507,1,,,,860-0848,431010950000000500012,熊本県熊本市中央区南坪井町5-27,,0,,,,3,9999,D,2,-1,130.71277398,32.8074419488,44,88,,1998,D,1,,D,,
309353651841852693,309096949431283855,どおらん上通店,どおらん上通店,,860-0845,431010160000000600008,熊本県熊本市中央区上通町6-35,1,0,,,,3,2000,D,3,-1,130.710981174,32.8050368924,123,369,,1996,D,0,,D,,
309353651841853521,309096949431286650,ブリッジライスビル,ブリッジライスビル,,860-0845,431010160000001100007,熊本県熊本市中央区上通町11-22,4,0,,,,3,3006,D,2,0,130.7126402452,32.8061962891,103,206,,1998,D,1,,D,,
309353651841853418,310146983035701298,太陽ビル,太陽ビル,,860-0848,431010950000000400003,熊本県熊本市中央区南坪井町4-14,3,0,,,,3,3006,D,3,0,130.7143842231,32.8072620985,90,270,,1996,D,0,,D,,
309353651841852673,1,,,,860-0847,431010170000000100017,熊本県熊本市中央区上林町1-37,1,0,,,,3,1001,D,3,-1,130.7108520508,32.807277832,46,138,,1996,D,0,,D,,
309353651841853313,309096949431285697,日本キリスト教団熊本草葉町教会,日本キリスト教団熊本草葉町教会,,860-0843,431010240000000100002,熊本県熊本市中央区草葉町1-15,,0,,,,3,2000,D,3,-1,130.7134122721,32.8052479384,291,873,,1996,D,0,,D,,
309353651841853468,309096949431286437,㈲藤山倉庫,㈲藤山倉庫,,860-0848,431010950000000400010,熊本県熊本市中央区南坪井町4-5,1,0,,,,3,2000,D,2,-1,130.7139916992,32.8067605252,181,362,,1996,D,0,,D,,
309353651841852704,1,,,,860-0846,431010510000000500022,熊本県熊本市中央区城東町5-48,3,0,,,,3,1001,D,5,-1,130.7109619141,32.8062318251,156,780,,1998,D,0,,D,,
309353651841853319,1751969565887268767,TEREZA,TEREZA,,860-0845,431010160000001000013,熊本県熊本市中央区上通町10-5,,0,,,,3,2000,D,2,-1,130.7118315972,32.8061903212,66,132,,1998,D,0,,D,,
309353651841860124,310056823082231079,熊本信愛女学院体育館,熊本信愛女学院体育館,,860-0847,4310101700000003,熊本県熊本市中央区上林町3,,0,,,,3,2000,D,3,-1,130.7107492405,32.8078686523,1494,4482,,2005,D,0,,D,,
309353651841853131,309096949431284843,九特会館,九特会館,,860-0844,431010590000000300011,熊本県熊本市中央区水道町3-37,5,0,,,,3,3006,D,3,0,130.7124457465,32.8043641493,692,2076,,1996,D,0,,D,,
309353651841861156,310146983035703571,㈱熊日広告社,㈱熊日広告社,,860-0848,431010950000000600004,熊本県熊本市中央区南坪井町6-2,,0,,,,3,2000,D,5,-1,130.7123423937,32.8081518555,248,1240,,1996,D,0,,D,,
309353651841853561,1749191100003782553,マル忠,マル忠,,860-0843,431010240000000300006,熊本県熊本市中央区草葉町3-3,,0,,,,3,2000,D,2,-1,130.7128930664,32.8063376194,44,88,,1998,D,1,,D,,
309353651841860122,1,,,,860-0847,431010170000000100022,熊本県熊本市中央区上林町1-5,1,0,,,,3,1001,D,2,-1,130.7101500109,32.8075981988,103,206,,1996,D,1,,D,,
309353651841852880,1,,,,860-0846,431010510000000500032,熊本県熊本市中央区城東町5-61,,0,,,,3,9999,D,3,-1,130.7103472222,32.8060611979,52,156,,1996,D,1,,D,,
309353651841853372,309096949431286009,路傍の花,路傍の花,,860-0844,431010590000000400015,熊本県熊本市中央区水道町4-39,3,0,,,,3,3006,D,2,1,130.7123385959,32.8049443902,67,201,,1998,D,1,,D,,
309353651841853107,309096949431284695,デイリーヤマザキ熊本水道町店,デイリーヤマザキ熊本水道町店,,860-0844,431010590000000100007,熊本県熊本市中央区水道町1-21,1,0,,,,3,2000,D,1,-1,130.7126367188,32.8026605903,113,113,,1996,D,0,,D,,
309353651841861165,1,,,,860-0848,431010950000001000005,熊本県熊本市中央区南坪井町10-17,2,0,,,,3,1001,D,3,-1,130.7145054796,32.8084849718,119,357,,1996,D,0,,D,,
309353651841860107,1749946464492483715,サカヤ設計中央分室,サカヤ設計中央分室,,860-0847,431010170000000200002,熊本県熊本市中央区上林町2-19,1,0,,,,3,3001,D,2,-1,130.7101855469,32.8088777669,53,106,,1996,D,1,,D,,
309353651841861349,1752009148305800077,ドルハウスビル,ドルハウスビル,,860-0848,431010950000000500017,熊本県熊本市中央区南坪井町5-4,16,0,,,,3,3006,D,2,0,130.7122951931,32.8078173828,524,1048,,2006,D,0,,D,,
309353651841853246,1,,,,860-0848,431010950000000400011,熊本県熊本市中央区南坪井町4-6,1,0,,,,3,1001,D,2,-1,130.7141018338,32.8068725586,112,224,,1998,D,1,,D,,
309353651841853130,1751889301538362165,大気汚染監視測定局,大気汚染監視測定局,,860-0844,431010590000001300003,熊本県熊本市中央区水道町13-2,,0,,,,3,2000,D,1,-1,130.7140388997,32.8044287109,10,10,,1996,D,1,,D,,
309353651841852846,310150281570636434,熊本大学教育学部附属幼稚園,熊本大学教育学部附属幼稚園,,860-0846,431010510000000500036,熊本県熊本市中央区城東町5-9,,0,,,,3,2000,D,2,-1,130.7105718316,32.8066129557,550,1100,,1996,D,0,,D,,
309353651841853373,1,,,,860-0848,431010950000000400001,熊本県熊本市中央区南坪井町4-11,2,0,,,,3,1001,D,1,-1,130.7141330295,32.8072420247,98,98,,1996,D,1,,D,,
309353651841852855,310150281570636461,大森ビル,大森ビル,,860-0845,431010160000000400005,熊本県熊本市中央区上通町4-14,8,0,,,,3,3006,D,3,0,130.7106968859,32.8044742839,233,699,,1996,D,0,,D,,
309353651841861219,310146983035703816,末日聖徒イエス・キリスト教会,末日聖徒イエス・キリスト教会,,860-0848,431010950000001000008,熊本県熊本市中央区南坪井町10-3,,0,,,,3,2000,D,2,-1,130.7142778863,32.807839898,223,446,,1996,D,0,,D,,
309353651841861206,1,,,,860-0848,431010950000000900003,熊本県熊本市中央区南坪井町9-5,1,0,,,,3,1001,D,4,-1,130.7137133789,32.8085603841,163,652,,1996,D,0,,D,,
309353651841852868,310150281570636537,VIRGO,VIRGO,,860-0845,431010160000000800001,熊本県熊本市中央区上通町8-1,1,0,,,,3,2000,D,2,-1,130.7108089193,32.8056106228,33,66,,1996,D,1,,D,,
1748883752949577268,1748883236748195493,カミノウラビル,カミノウラビル,,860-0848,431010950000000200009,熊本県熊本市中央区南坪井町2-5,5,0,,,,3,3006,D,2,-1,130.7131681315,32.8068774414,83,166,,2022,D,1,,D,,
309353651841861237,1751969565887269244,大橋電気,大橋電気,,860-0848,431010950000000800004,熊本県熊本市中央区南坪井町8-22,1,0,,,,3,3001,D,2,-1,130.714003635,32.8075211589,125,250,,1998,D,1,,D,,
1748883752949577192,1752291722794296512,熊本屋台村,熊本屋台村,,860-0846,4310105100000002,熊本県熊本市中央区城東町2,9,0,,,,3,3006,D,1,-1,130.7095524089,32.8039816623,110,110,,2022,D,1,,D,,
309353651841853004,309096949431284103,熊本県婦人会館,熊本県婦人会館,,860-0844,431010590000001400004,熊本県熊本市中央区水道町14-21,11,0,,,,3,2000,D,4,-1,130.7150751411,32.8042936198,383,1532,,1996,D,0,,D,,
309353651841853059,309096949431284377,サンリブ水道町,サンリブ水道町,,860-0844,431010590000000700002,熊本県熊本市中央区水道町7-14,7,0,,,,3,3006,D,6,1,130.7133959961,32.8026386176,92,644,,1996,D,0,,D,,
309353651841853363,309096949431285947,㈱竹中土木熊本(営),㈱竹中土木熊本(営),,860-0843,431010240000000400005,熊本県熊本市中央区草葉町4-22,1,0,,,,3,2000,D,2,-1,130.7138332791,32.8058563911,236,472,,1996,D,0,,D,,
309353651841861362,310146983035704519,延命山地蔵院,延命山地蔵院,,860-0848,4310109500000005,熊本県熊本市中央区南坪井町5,,0,,,,3,2000,D,1,-1,130.7124962023,32.8077511936,115,115,,2006,D,0,,D,,
1752009664507181397,1749946464492483381,TMGビル,TMGビル,,860-0845,4310101600000011,熊本県熊本市中央区上通町11,4,0,,,,3,3006,D,4,-1,130.7118036567,32.8063248698,154,616,,2020,D,0,,D,,
309353651841852961,310146983035701249,奥村歯科医院,奥村歯科医院,,860-0847,431010170000000100004,熊本県熊本市中央区上林町1-19,1,0,,,,3,3001,D,2,-1,130.7115182834,32.8073754883,181,362,,1996,D,1,,D,,
309353651841853252,309096949431285437,上乃裏通雪花山房,上乃裏通雪花山房,,860-0845,431010160000000700010,熊本県熊本市中央区上通町7-2,,0,,,,3,2000,D,2,-1,130.7121969944,32.8049750434,69,138,,1999,D,0,,D,,
309353651841852857,310150281570636477,トラヤビル,トラヤビル,,860-0845,431010160000000400002,熊本県熊本市中央区上通町4-10,14,0,,,,3,3003,D,4,0,130.7104256185,32.8044862196,375,1500,,1996,D,0,,D,2,D
309353651841853367,1751104250236565276,BAE STORE,BAE STORE,,860-0846,431010510000000500020,熊本県熊本市中央区城東町5-46,,0,,,,3,2000,D,1,-1,130.7112339952,32.8063631185,38,38,,2000,D,1,,D,,
309353651841853119,309096949431284717,本田ビル,本田ビル,,860-0844,431010590000001200004,熊本県熊本市中央区水道町12-5,5,0,,,,3,3006,D,3,0,130.7139957682,32.8042342122,75,225,,1996,D,0,,D,,
309353651841853095,1749191100003782533,汗かき地蔵堂,汗かき地蔵堂,,860-0845,4310101600000005,熊本県熊本市中央区上通町5,,0,,,,3,2000,D,1,-1,130.7127750651,32.8034857856,7,7,,2005,D,1,,D,,
309353651841853409,1749946464492483360,さんじ,さんじ,,860-0845,431010160000001100005,熊本県熊本市中央区上通町11-2,,0,,,,3,2000,D,2,-1,130.711824273,32.806382921,194,388,,1996,D,0,,D,,
309353651841853492,309096949431286534,酒肴フクヤマ,酒肴フクヤマ,,860-0843,4310102400000002,熊本県熊本市中央区草葉町2,,0,,,,3,2000,D,2,-1,130.7138137478,32.8054679362,50,100,,2005,D,1,,D,,
309353651841853145,1752009148305799526,森鍼マッサージ治療院,森鍼マッサージ治療院,,860-0844,431010590000000400008,熊本県熊本市中央区水道町4-25,,0,,,,3,2000,D,2,-1,130.7135386827,32.8044870334,41,82,,1996,D,1,,D,,
309353651841861158,1,,,,860-0848,431010950000000900005,熊本県熊本市中央区南坪井町9-8,1,0,,,,3,1001,D,3,-1,130.714093967,32.8084407552,51,153,,1996,D,0,,D,,
309353651841853408,1,,,,860-0846,431010510000000500018,熊本県熊本市中央区城東町5-43,,0,,,,3,9999,D,2,-1,130.7115250651,32.8063902452,36,72,,1998,D,1,,D,,
